Executing action: monitor
Running idf_monitor in directory C:\Users\avina\OneDrive\Desktop\FYP\FYP\polar_logger_v2
Executing "C:\Users\avina\.espressif\python_env\idf5.5_py3.12_env\Scripts\python.exe C:\Users\avina\esp\v5.5.2\esp-idf\tools/idf_monitor.py -p COM13 -b 115200 --toolchain-prefix xtensa-esp32s3-elf- --target esp32s3 --revision 0 C:\Users\avina\OneDrive\Desktop\FYP\FYP\polar_logger_v2\build\polar_logger_v2.elf C:\Users\avina\OneDrive\Desktop\FYP\FYP\polar_logger_v2\build\bootloader\bootloader.elf --force-color -m 'C:\Users\avina\.espressif\python_env\idf5.5_py3.12_env\Scripts\python.exe' 'C:\Users\avina\esp\v5.5.2\esp-idf\tools\idf.py' '-p' 'COM13'"...
ESP-ROM:esp32s3-20210327
Build:Mar 27 2021
rst:0x15 (USB_UART_CHIP_RESET),boot:0x28 (SPI_FAST_FLASH_BOOT)
Saved PC:0x40379c86
SPIWP:0xee
mode:DIO, clock div:1
load:0x3fce2820,len:0x468
load:0x403c8700,len:0xa84
load:0x403cb700,len:0x26a8
entry 0x403c8874
R,2.011,15.1,92
R,2.011,15.0,182
R,2.012,14.8,272
R,2.015,14.7,352
R,2.019,14.7,442
R,2.024,14.7,532
R,2.028,14.6,622
R,2.032,14.6,712
R,2.035,14.6,802
R,2.039,14.5,892
R,2.042,14.5,982
R,2.046,14.5,1072
R,2.049,14.5,1162
R,2.052,14.3,1242
R,2.053,13.9,1332
R,2.056,13.5,1422
R,2.055,13.1,1512
R,2.056,12.7,1602
R,2.060,13.0,1692
R,2.066,13.5,1777
R,2.073,14.1,1872
R,2.080,14.8,1962
R,2.086,15.3,2052
R,2.092,15.9,2132
R,2.098,16.3,2222
R,2.102,16.7,2312
W,5.387,NAN,2386
R,2.104,17.1,2402
R,2.104,17.3,2492
R,2.104,17.6,2582
R,2.106,17.7,2672
R,2.108,17.8,2762
R,2.110,17.9,2852
W,5.387,NAN,2897
R,2.110,18.1,2942
R,2.111,18.1,3022
R,2.112,18.1,3112
R,2.115,18.1,3202
R,2.118,18.1,3292
R,2.121,18.2,3382
W,5.153,NAN,3409
R,2.123,18.2,3472
R,2.126,18.2,3562
