segment_id,relative_ms,sensor,r_m,theta_deg,gt_r_m,gt_theta_deg
2,22960.0,R,2.115,-9.3,2.000,-10.0
2,23050.0,R,2.116,-9.2,2.000,-10.0
2,23140.0,R,2.115,-9.0,2.000,-10.0
2,23230.0,R,2.113,-8.9,2.000,-10.0
2,23311.0,W,3.982,NAN,2.000,-10.0
2,23320.0,R,2.111,-8.7,2.000,-10.0
2,23410.0,R,2.110,-8.6,2.000,-10.0
2,23500.0,R,2.107,-8.4,2.000,-10.0
2,23590.0,R,2.104,-8.2,2.000,-10.0
2,23680.0,R,2.100,-8.4,2.000,-10.0
2,23720.0,W,3.747,NAN,2.000,-10.0
2,23760.0,R,2.097,-8.6,2.000,-10.0
2,23850.0,R,2.095,-8.8,2.000,-10.0
2,23940.0,R,2.097,-8.9,2.000,-10.0
2,24030.0,R,2.102,-8.9,2.000,-10.0
2,24120.0,R,2.110,-8.8,2.000,-10.0
2,24210.0,R,2.114,-8.8,2.000,-10.0
2,24232.0,W,2.811,NAN,2.000,-10.0
2,24300.0,R,2.112,-8.7,2.000,-10.0
2,24390.0,R,2.109,-8.6,2.000,-10.0
2,24480.0,R,2.104,-8.7,2.000,-10.0
2,24560.0,R,2.098,-9.1,2.000,-10.0
2,24650.0,R,2.092,-9.6,2.000,-10.0
2,24740.0,R,2.087,-10.0,2.000,-10.0
2,24744.0,W,2.342,NAN,2.000,-10.0
2,24830.0,R,2.069,-10.8,2.000,-10.0
2,24920.0,R,2.065,-11.0,2.000,-10.0
2,25010.0,R,2.061,-11.0,2.000,-10.0
2,25100.0,R,2.062,-11.0,2.000,-10.0
2,25190.0,R,2.065,-11.0,2.000,-10.0
2,25256.0,W,2.576,NAN,2.000,-10.0
2,25280.0,R,2.068,-11.0,2.000,-10.0
2,25370.0,R,2.069,-10.8,2.000,-10.0
2,25450.0,R,2.071,-10.5,2.000,-10.0
2,25540.0,R,2.073,-10.2,2.000,-10.0
2,25630.0,R,2.078,-9.4,2.000,-10.0
2,25720.0,R,2.081,-9.6,2.000,-10.0
2,25769.0,W,2.576,NAN,2.000,-10.0
2,25810.0,R,2.082,-9.7,2.000,-10.0
2,25900.0,R,2.080,-9.7,2.000,-10.0
2,25990.0,R,2.079,-9.6,2.000,-10.0
2,26080.0,R,2.078,-9.4,2.000,-10.0
2,26170.0,R,2.073,-9.0,2.000,-10.0
2,26260.0,R,2.068,-8.6,2.000,-10.0
2,26280.0,W,3.045,NAN,2.000,-10.0
2,26340.0,R,2.067,-8.7,2.000,-10.0
2,26430.0,R,2.067,-8.9,2.000,-10.0
2,26520.0,R,2.065,-9.3,2.000,-10.0
2,26610.0,R,2.059,-9.8,2.000,-10.0
2,26700.0,R,2.051,-10.5,2.000,-10.0
2,26790.0,R,2.045,-11.0,2.000,-10.0
2,26792.0,W,3.279,NAN,2.000,-10.0
2,26880.0,R,2.040,-11.3,2.000,-10.0
2,26970.0,R,2.037,-11.1,2.000,-10.0
2,27060.0,R,2.038,-10.9,2.000,-10.0
2,27150.0,R,2.039,-10.6,2.000,-10.0
2,27230.0,R,2.046,-9.7,2.000,-10.0
2,27305.0,W,3.279,NAN,2.000,-10.0
2,27320.0,R,2.059,-9.0,2.000,-10.0
2,27410.0,R,2.066,-8.8,2.000,-10.0
2,27500.0,R,2.070,-8.6,2.000,-10.0
2,27590.0,R,2.073,-8.4,2.000,-10.0
2,27680.0,R,2.074,-8.3,2.000,-10.0
2,27770.0,R,2.075,-8.3,2.000,-10.0
2,27816.0,W,3.045,NAN,2.000,-10.0
2,27860.0,R,2.077,-8.4,2.000,-10.0
2,27950.0,R,2.083,-8.6,2.000,-10.0
2,28040.0,R,2.088,-8.7,2.000,-10.0
2,28120.0,R,2.089,-8.9,2.000,-10.0
2,28210.0,R,2.087,-9.0,2.000,-10.0
2,28226.0,W,3.045,NAN,2.000,-10.0
2,28300.0,R,2.086,-9.2,2.000,-10.0
2,28390.0,R,2.083,-9.2,2.000,-10.0
2,28480.0,R,2.082,-9.1,2.000,-10.0
2,28570.0,R,2.084,-8.9,2.000,-10.0
2,28660.0,R,2.086,-8.6,2.000,-10.0
2,28738.0,W,2.810,NAN,2.000,-10.0
2,28750.0,R,2.087,-8.3,2.000,-10.0
2,28840.0,R,2.088,-8.2,2.000,-10.0
2,28930.0,R,2.089,-8.1,2.000,-10.0
2,29010.0,R,2.090,-8.0,2.000,-10.0
2,29100.0,R,2.090,-8.0,2.000,-10.0
2,29190.0,R,2.090,-7.9,2.000,-10.0
2,29250.0,W,2.576,NAN,2.000,-10.0
2,29280.0,R,2.091,-8.0,2.000,-10.0
2,29370.0,R,2.091,-8.1,2.000,-10.0
2,29460.0,R,2.093,-8.3,2.000,-10.0
2,29550.0,R,2.091,-8.4,2.000,-10.0
2,29640.0,R,2.093,-8.5,2.000,-10.0
2,29730.0,R,2.096,-8.6,2.000,-10.0
2,29761.0,W,2.576,NAN,2.000,-10.0
2,29820.0,R,2.100,-8.6,2.000,-10.0
2,29900.0,R,2.102,-8.8,2.000,-10.0
2,29990.0,R,2.103,-9.1,2.000,-10.0
2,30080.0,R,2.105,-9.3,2.000,-10.0
2,30170.0,R,2.106,-9.5,2.000,-10.0
2,30260.0,R,2.107,-9.6,2.000,-10.0
2,30274.0,W,2.810,NAN,2.000,-10.0
2,30350.0,R,2.107,-9.7,2.000,-10.0
3,0.0,R,2.253,-26.4,2.000,-20.0
3,81.0,R,2.247,-26.5,2.000,-20.0
3,171.0,R,2.246,-26.4,2.000,-20.0
3,261.0,R,2.244,-26.4,2.000,-20.0
3,351.0,R,2.244,-26.5,2.000,-20.0
3,441.0,R,2.246,-26.6,2.000,-20.0
3,531.0,R,2.254,-26.7,2.000,-20.0
3,621.0,R,2.262,-26.7,2.000,-20.0
3,711.0,R,2.266,-26.5,2.000,-20.0
3,801.0,R,2.266,-26.2,2.000,-20.0
3,891.0,R,2.265,-25.9,2.000,-20.0
3,971.0,R,2.265,-25.4,2.000,-20.0
3,1061.0,R,2.264,-24.1,2.000,-20.0
3,1151.0,R,2.266,-23.1,2.000,-20.0
3,1241.0,R,2.263,-22.4,2.000,-20.0
3,1331.0,R,2.259,-21.7,2.000,-20.0
3,1421.0,R,2.254,-21.5,2.000,-20.0
3,1511.0,R,2.255,-21.5,2.000,-20.0
3,1601.0,R,2.260,-21.5,2.000,-20.0
3,1691.0,R,2.266,-21.7,2.000,-20.0
3,1781.0,R,2.268,-21.8,2.000,-20.0
3,1861.0,R,2.264,-22.0,2.000,-20.0
3,1951.0,R,2.251,-22.4,2.000,-20.0
3,2041.0,R,2.238,-22.8,2.000,-20.0
3,2131.0,R,2.231,-22.9,2.000,-20.0
3,2221.0,R,2.227,-22.7,2.000,-20.0
3,2272.0,W,3.513,NAN,2.000,-20.0
3,2311.0,R,2.224,-22.4,2.000,-20.0
3,2401.0,R,2.221,-22.3,2.000,-20.0
3,2491.0,R,2.217,-22.2,2.000,-20.0
3,2581.0,R,2.214,-22.2,2.000,-20.0
3,2661.0,R,2.209,-22.2,2.000,-20.0
3,2751.0,R,2.205,-22.2,2.000,-20.0
3,2784.0,W,3.982,NAN,2.000,-20.0
3,2841.0,R,2.200,-22.2,2.000,-20.0
3,2931.0,R,2.192,-22.1,2.000,-20.0
3,3021.0,R,2.187,-22.2,2.000,-20.0
3,3111.0,R,2.186,-22.2,2.000,-20.0
3,3201.0,R,2.186,-22.2,2.000,-20.0
3,3291.0,R,2.183,-22.1,2.000,-20.0
3,3296.0,W,3.747,NAN,2.000,-20.0
3,3381.0,R,2.182,-22.0,2.000,-20.0
3,3471.0,R,2.181,-21.9,2.000,-20.0
3,3561.0,R,2.179,-21.9,2.000,-20.0
3,3641.0,R,2.175,-21.9,2.000,-20.0
3,3731.0,R,2.173,-21.9,2.000,-20.0
3,3807.0,W,3.982,NAN,2.000,-20.0
3,3821.0,R,2.166,-21.8,2.000,-20.0
3,3911.0,R,2.159,-21.8,2.000,-20.0
3,4001.0,R,2.149,-21.7,2.000,-20.0
3,4091.0,R,2.141,-21.7,2.000,-20.0
3,4181.0,R,2.140,-21.7,2.000,-20.0
3,4271.0,R,2.142,-21.8,2.000,-20.0
3,4319.0,W,3.045,NAN,2.000,-20.0
3,4361.0,R,2.143,-21.8,2.000,-20.0
3,4441.0,R,2.144,-21.7,2.000,-20.0
3,4531.0,R,2.147,-21.6,2.000,-20.0
3,4621.0,R,2.149,-21.4,2.000,-20.0
3,4711.0,R,2.151,-21.3,2.000,-20.0
3,4729.0,W,3.045,NAN,2.000,-20.0
3,4801.0,R,2.154,-21.1,2.000,-20.0
3,4891.0,R,2.152,-21.0,2.000,-20.0
3,4981.0,R,2.146,-21.0,2.000,-20.0
3,5071.0,R,2.143,-21.1,2.000,-20.0
3,5161.0,R,2.143,-21.2,2.000,-20.0
3,5242.0,W,3.279,NAN,2.000,-20.0
3,5251.0,R,2.144,-21.3,2.000,-20.0
3,5331.0,R,2.143,-21.3,2.000,-20.0
3,5421.0,R,2.142,-21.2,2.000,-20.0
3,5511.0,R,2.143,-21.2,2.000,-20.0
3,5601.0,R,2.143,-21.2,2.000,-20.0
3,5691.0,R,2.143,-21.1,2.000,-20.0
3,5753.0,W,3.045,NAN,2.000,-20.0
3,5781.0,R,2.140,-21.1,2.000,-20.0
3,5871.0,R,2.141,-21.0,2.000,-20.0
3,5961.0,R,2.145,-21.0,2.000,-20.0
3,6051.0,R,2.150,-21.1,2.000,-20.0
3,6141.0,R,2.152,-21.2,2.000,-20.0
3,6221.0,R,2.155,-21.3,2.000,-20.0
3,6265.0,W,3.045,NAN,2.000,-20.0
3,6311.0,R,2.157,-21.3,2.000,-20.0
3,6401.0,R,2.159,-21.3,2.000,-20.0
3,6491.0,R,2.162,-21.2,2.000,-20.0
3,6581.0,R,2.163,-20.9,2.000,-20.0
3,6671.0,R,2.165,-20.6,2.000,-20.0
3,6761.0,R,2.167,-20.3,2.000,-20.0
3,6777.0,W,3.045,NAN,2.000,-20.0
3,6851.0,R,2.169,-20.1,2.000,-20.0
3,6941.0,R,2.172,-20.1,2.000,-20.0
3,7031.0,R,2.174,-20.1,2.000,-20.0
3,7111.0,R,2.174,-20.2,2.000,-20.0
3,7201.0,R,2.172,-20.2,2.000,-20.0
3,7290.0,W,2.810,NAN,2.000,-20.0
3,7290.0,R,2.169,-20.2,2.000,-20.0
3,7381.0,R,2.169,-20.2,2.000,-20.0
3,7471.0,R,2.169,-20.3,2.000,-20.0
3,7561.0,R,2.169,-20.5,2.000,-20.0
3,7651.0,R,2.170,-20.7,2.000,-20.0
3,7741.0,R,2.171,-20.9,2.000,-20.0
3,7801.0,W,3.747,NAN,2.000,-20.0
3,7831.0,R,2.173,-21.1,2.000,-20.0
3,7921.0,R,2.173,-21.2,2.000,-20.0
3,8001.0,R,2.173,-21.2,2.000,-20.0
3,8091.0,R,2.170,-21.2,2.000,-20.0
3,8181.0,R,2.172,-21.2,2.000,-20.0
3,8271.0,R,2.178,-21.2,2.000,-20.0
3,8315.0,W,0.234,NAN,2.000,-20.0
3,8361.0,R,2.181,-21.2,2.000,-20.0
3,8451.0,R,2.182,-21.3,2.000,-20.0
3,8541.0,R,2.182,-21.4,2.000,-20.0
3,8631.0,R,2.178,-21.3,2.000,-20.0
3,8721.0,R,2.174,-21.4,2.000,-20.0
3,8723.0,W,8.197,NAN,2.000,-20.0
3,8811.0,R,2.173,-21.3,2.000,-20.0
3,8891.0,R,2.171,-21.3,2.000,-20.0
3,8981.0,R,2.170,-21.2,2.000,-20.0
3,9071.0,R,2.168,-21.1,2.000,-20.0
3,9161.0,R,2.167,-21.1,2.000,-20.0
3,9234.0,W,3.045,NAN,2.000,-20.0
3,9251.0,R,2.166,-21.1,2.000,-20.0
3,9341.0,R,2.165,-21.0,2.000,-20.0
3,9431.0,R,2.163,-20.9,2.000,-20.0
3,9521.0,R,2.162,-20.9,2.000,-20.0
3,9611.0,R,2.160,-20.9,2.000,-20.0
3,9701.0,R,2.163,-20.9,2.000,-20.0
3,9761.0,W,2.342,NAN,2.000,-20.0
3,9781.0,R,2.166,-20.9,2.000,-20.0
3,9871.0,R,2.169,-20.9,2.000,-20.0
3,9961.0,R,2.169,-20.9,2.000,-20.0
3,10051.0,R,2.175,-20.9,2.000,-20.0
3,10141.0,R,2.180,-20.9,2.000,-20.0
3,10231.0,R,2.184,-20.8,2.000,-20.0
3,10273.0,W,2.342,NAN,2.000,-20.0
3,10321.0,R,2.187,-20.7,2.000,-20.0
3,10411.0,R,2.191,-20.6,2.000,-20.0
3,10501.0,R,2.195,-20.5,2.000,-20.0
3,10591.0,R,2.198,-20.6,2.000,-20.0
3,10671.0,R,2.201,-20.8,2.000,-20.0
3,10761.0,R,2.202,-20.7,2.000,-20.0
3,10771.0,W,2.342,NAN,2.000,-20.0
3,10851.0,R,2.203,-20.7,2.000,-20.0
3,10941.0,R,2.205,-20.7,2.000,-20.0
3,11031.0,R,2.206,-20.6,2.000,-20.0
3,11121.0,R,2.207,-20.6,2.000,-20.0
3,11211.0,R,2.209,-20.6,2.000,-20.0
3,11282.0,W,1.874,NAN,2.000,-20.0
3,11301.0,R,2.206,-20.7,2.000,-20.0
3,11391.0,R,2.207,-20.8,2.000,-20.0
3,11471.0,R,2.208,-20.9,2.000,-20.0
3,11561.0,R,2.208,-21.0,2.000,-20.0
3,11651.0,R,2.208,-20.9,2.000,-20.0
3,11741.0,R,2.209,-21.0,2.000,-20.0
3,11795.0,W,2.108,NAN,2.000,-20.0
3,11831.0,R,2.209,-21.0,2.000,-20.0
3,11921.0,R,2.209,-21.1,2.000,-20.0
3,12011.0,R,2.209,-21.1,2.000,-20.0
3,12101.0,R,2.210,-21.2,2.000,-20.0
3,12191.0,R,2.210,-21.2,2.000,-20.0
3,12281.0,R,2.210,-21.2,2.000,-20.0
3,12307.0,W,1.171,NAN,2.000,-20.0
3,12371.0,R,2.211,-21.3,2.000,-20.0
3,12451.0,R,2.207,-21.3,2.000,-20.0
3,12541.0,R,2.206,-21.4,2.000,-20.0
3,12631.0,R,2.206,-21.5,2.000,-20.0
3,12721.0,R,2.205,-21.7,2.000,-20.0
3,12811.0,R,2.204,-21.9,2.000,-20.0
3,12818.0,W,2.576,NAN,2.000,-20.0
3,12901.0,R,2.203,-22.1,2.000,-20.0
3,12991.0,R,2.202,-22.1,2.000,-20.0
3,13081.0,R,2.203,-21.9,2.000,-20.0
3,13171.0,R,2.202,-21.8,2.000,-20.0
3,13229.0,W,3.747,NAN,2.000,-20.0
3,13251.0,R,2.202,-21.6,2.000,-20.0
3,13341.0,R,2.201,-21.4,2.000,-20.0
3,13431.0,R,2.202,-21.2,2.000,-20.0
3,13521.0,R,2.200,-21.0,2.000,-20.0
3,13611.0,R,2.199,-21.2,2.000,-20.0
3,13701.0,R,2.199,-21.4,2.000,-20.0
3,13740.0,W,3.982,NAN,2.000,-20.0
3,13791.0,R,2.198,-21.6,2.000,-20.0
3,13881.0,R,2.197,-21.7,2.000,-20.0
3,13971.0,R,2.194,-21.7,2.000,-20.0
3,14061.0,R,2.191,-21.6,2.000,-20.0
3,14141.0,R,2.188,-21.5,2.000,-20.0
3,14231.0,R,2.187,-21.3,2.000,-20.0
3,14253.0,W,3.279,NAN,2.000,-20.0
3,14321.0,R,2.185,-20.9,2.000,-20.0
3,14411.0,R,2.184,-20.6,2.000,-20.0
3,14501.0,R,2.178,-20.2,2.000,-20.0
3,14591.0,R,2.178,-20.2,2.000,-20.0
3,14681.0,R,2.184,-20.5,2.000,-20.0
3,14764.0,W,4.216,NAN,2.000,-20.0
3,14771.0,R,2.187,-20.8,2.000,-20.0
3,14861.0,R,2.188,-21.0,2.000,-20.0
3,14951.0,R,2.187,-21.2,2.000,-20.0
3,15031.0,R,2.183,-21.2,2.000,-20.0
3,15121.0,R,2.182,-21.1,2.000,-20.0
3,15211.0,R,2.181,-21.1,2.000,-20.0
3,15276.0,W,4.216,NAN,2.000,-20.0
3,15301.0,R,2.178,-21.1,2.000,-20.0
3,15391.0,R,2.174,-21.0,2.000,-20.0
3,15481.0,R,2.170,-21.0,2.000,-20.0
3,15571.0,R,2.166,-20.9,2.000,-20.0
3,15661.0,R,2.163,-20.9,2.000,-20.0
3,15751.0,R,2.161,-20.9,2.000,-20.0
3,15788.0,W,4.684,NAN,2.000,-20.0
3,15841.0,R,2.160,-20.9,2.000,-20.0
3,15931.0,R,2.162,-21.1,2.000,-20.0
3,16011.0,R,2.160,-21.2,2.000,-20.0
3,16101.0,R,2.159,-21.2,2.000,-20.0
3,16191.0,R,2.159,-21.2,2.000,-20.0
3,16281.0,R,2.160,-21.3,2.000,-20.0
3,16314.0,W,3.982,NAN,2.000,-20.0
3,16371.0,R,2.168,-21.5,2.000,-20.0
3,16461.0,R,2.174,-21.6,2.000,-20.0
3,16551.0,R,2.177,-21.6,2.000,-20.0
3,16641.0,R,2.180,-21.7,2.000,-20.0
3,16731.0,R,2.183,-21.6,2.000,-20.0
3,16811.0,R,2.183,-21.4,2.000,-20.0
3,16812.0,W,3.982,NAN,2.000,-20.0
3,16901.0,R,2.181,-21.3,2.000,-20.0
3,16991.0,R,2.180,-21.2,2.000,-20.0
3,17081.0,R,2.183,-21.1,2.000,-20.0
3,17171.0,R,2.190,-21.2,2.000,-20.0
3,17222.0,W,3.982,NAN,2.000,-20.0
3,17261.0,R,2.195,-21.3,2.000,-20.0
3,17351.0,R,2.197,-21.3,2.000,-20.0
3,17441.0,R,2.196,-21.2,2.000,-20.0
3,17531.0,R,2.195,-21.1,2.000,-20.0
3,17621.0,R,2.194,-20.9,2.000,-20.0
3,17701.0,R,2.190,-20.8,2.000,-20.0
3,17734.0,W,3.747,NAN,2.000,-20.0
3,17791.0,R,2.188,-20.7,2.000,-20.0
3,17881.0,R,2.187,-20.8,2.000,-20.0
3,17971.0,R,2.185,-20.9,2.000,-20.0
3,18061.0,R,2.182,-21.0,2.000,-20.0
3,18151.0,R,2.181,-21.0,2.000,-20.0
3,18241.0,R,2.184,-20.9,2.000,-20.0
3,18245.0,W,3.513,NAN,2.000,-20.0
3,18331.0,R,2.187,-20.6,2.000,-20.0
3,18421.0,R,2.189,-20.3,2.000,-20.0
3,18511.0,R,2.193,-20.2,2.000,-20.0
3,18591.0,R,2.198,-20.1,2.000,-20.0
3,18681.0,R,2.201,-19.9,2.000,-20.0
3,18758.0,W,3.045,NAN,2.000,-20.0
3,18771.0,R,2.206,-19.7,2.000,-20.0
3,18861.0,R,2.210,-19.6,2.000,-20.0
3,18951.0,R,2.212,-19.5,2.000,-20.0
3,19041.0,R,2.215,-19.5,2.000,-20.0
3,19131.0,R,2.217,-19.6,2.000,-20.0
3,19221.0,R,2.222,-19.8,2.000,-20.0
3,19271.0,W,3.279,NAN,2.000,-20.0
3,19311.0,R,2.229,-19.8,2.000,-20.0
3,19401.0,R,2.239,-19.8,2.000,-20.0
3,19481.0,R,2.242,-19.8,2.000,-20.0
3,19571.0,R,2.243,-19.9,2.000,-20.0
3,19661.0,R,2.242,-19.9,2.000,-20.0
3,19751.0,R,2.241,-19.8,2.000,-20.0
3,19781.0,W,3.513,NAN,2.000,-20.0
3,19841.0,R,2.240,-19.8,2.000,-20.0
3,19931.0,R,2.239,-19.8,2.000,-20.0
3,20021.0,R,2.238,-19.8,2.000,-20.0
3,20111.0,R,2.238,-19.7,2.000,-20.0
3,20201.0,R,2.238,-19.5,2.000,-20.0
3,20291.0,R,2.238,-19.3,2.000,-20.0
3,20294.0,W,3.513,NAN,2.000,-20.0
3,20371.0,R,2.236,-19.0,2.000,-20.0
3,20461.0,R,2.237,-18.9,2.000,-20.0
3,20551.0,R,2.238,-18.7,2.000,-20.0
3,20641.0,R,2.240,-18.6,2.000,-20.0
3,20731.0,R,2.243,-18.6,2.000,-20.0
3,20806.0,W,3.747,NAN,2.000,-20.0
3,20821.0,R,2.244,-18.5,2.000,-20.0
3,20911.0,R,2.246,-18.4,2.000,-20.0
3,21001.0,R,2.247,-18.5,2.000,-20.0
3,21091.0,R,2.248,-18.5,2.000,-20.0
3,21171.0,R,2.249,-18.7,2.000,-20.0
3,21261.0,R,2.248,-18.8,2.000,-20.0
3,21318.0,W,3.747,NAN,2.000,-20.0
3,21351.0,R,2.247,-18.9,2.000,-20.0
3,21441.0,R,2.245,-19.1,2.000,-20.0
3,21531.0,R,2.244,-19.1,2.000,-20.0
3,21621.0,R,2.243,-19.1,2.000,-20.0
3,21711.0,R,2.244,-19.0,2.000,-20.0
3,21727.0,W,3.513,NAN,2.000,-20.0
3,21801.0,R,2.244,-18.9,2.000,-20.0
3,21891.0,R,2.243,-18.9,2.000,-20.0
3,21981.0,R,2.240,-18.9,2.000,-20.0
3,22061.0,R,2.237,-19.0,2.000,-20.0
3,22151.0,R,2.238,-19.1,2.000,-20.0
3,22240.0,W,3.513,NAN,2.000,-20.0
3,22240.0,R,2.235,-19.1,2.000,-20.0
3,22331.0,R,2.232,-19.2,2.000,-20.0
3,22421.0,R,2.226,-19.4,2.000,-20.0
3,22511.0,R,2.224,-19.6,2.000,-20.0
3,22601.0,R,2.225,-19.6,2.000,-20.0
3,22691.0,R,2.225,-19.7,2.000,-20.0
3,22751.0,W,3.513,NAN,2.000,-20.0
3,22781.0,R,2.226,-19.7,2.000,-20.0
3,22871.0,R,2.229,-19.7,2.000,-20.0
3,22951.0,R,2.233,-19.5,2.000,-20.0
3,23041.0,R,2.233,-19.4,2.000,-20.0
3,23131.0,R,2.236,-19.4,2.000,-20.0
3,23221.0,R,2.239,-19.4,2.000,-20.0
3,23263.0,W,3.513,NAN,2.000,-20.0
3,23311.0,R,2.241,-19.3,2.000,-20.0
3,23401.0,R,2.243,-19.5,2.000,-20.0
3,23491.0,R,2.244,-19.6,2.000,-20.0
3,23581.0,R,2.244,-19.7,2.000,-20.0
3,23671.0,R,2.243,-19.7,2.000,-20.0
3,23761.0,R,2.241,-19.6,2.000,-20.0
3,23775.0,W,3.747,NAN,2.000,-20.0
3,23841.0,R,2.239,-19.6,2.000,-20.0
3,23931.0,R,2.237,-19.7,2.000,-20.0
3,24021.0,R,2.237,-19.7,2.000,-20.0
3,24111.0,R,2.242,-19.7,2.000,-20.0
3,24201.0,R,2.247,-19.7,2.000,-20.0
3,24288.0,W,3.513,NAN,2.000,-20.0
3,24288.0,R,2.242,-19.8,2.000,-20.0
3,24381.0,R,2.237,-19.9,2.000,-20.0
3,24471.0,R,2.226,-20.1,2.000,-20.0
3,24561.0,R,2.216,-20.4,2.000,-20.0
3,24651.0,R,2.214,-20.5,2.000,-20.0
3,24731.0,R,2.214,-20.6,2.000,-20.0
3,24800.0,W,3.279,NAN,2.000,-20.0
3,24821.0,R,2.215,-20.6,2.000,-20.0
3,24911.0,R,2.215,-20.7,2.000,-20.0
3,25001.0,R,2.217,-20.7,2.000,-20.0
3,25091.0,R,2.218,-20.4,2.000,-20.0
3,25181.0,R,2.221,-20.1,2.000,-20.0
3,25271.0,R,2.223,-20.1,2.000,-20.0
3,25311.0,W,3.513,NAN,2.000,-20.0
3,25361.0,R,2.225,-20.1,2.000,-20.0
3,25451.0,R,2.224,-20.1,2.000,-20.0
3,25541.0,R,2.222,-20.1,2.000,-20.0
3,25621.0,R,2.220,-20.3,2.000,-20.0
3,25711.0,R,2.220,-20.4,2.000,-20.0
3,25801.0,R,2.218,-20.4,2.000,-20.0
3,25823.0,W,3.513,NAN,2.000,-20.0
3,25891.0,R,2.220,-20.4,2.000,-20.0
3,25981.0,R,2.218,-20.3,2.000,-20.0
3,26071.0,R,2.221,-20.3,2.000,-20.0
3,26161.0,R,2.223,-20.4,2.000,-20.0
3,26247.0,W,3.513,NAN,2.000,-20.0
3,26248.0,R,2.225,-20.3,2.000,-20.0
3,26341.0,R,2.225,-20.3,2.000,-20.0
3,26421.0,R,2.228,-20.1,2.000,-20.0
3,26511.0,R,2.230,-19.8,2.000,-20.0
3,26601.0,R,2.235,-19.4,2.000,-20.0
3,26691.0,R,2.242,-19.2,2.000,-20.0
3,26745.0,W,3.513,NAN,2.000,-20.0
3,26781.0,R,2.242,-19.2,2.000,-20.0
3,26871.0,R,2.242,-19.1,2.000,-20.0
3,26961.0,R,2.245,-19.2,2.000,-20.0
3,27051.0,R,2.246,-19.4,2.000,-20.0
3,27141.0,R,2.246,-19.7,2.000,-20.0
3,27231.0,R,2.250,-19.9,2.000,-20.0
3,27257.0,W,3.747,NAN,2.000,-20.0
3,27311.0,R,2.252,-19.8,2.000,-20.0
3,27401.0,R,2.252,-19.8,2.000,-20.0
3,27491.0,R,2.251,-19.9,2.000,-20.0
3,27581.0,R,2.251,-19.9,2.000,-20.0
3,27671.0,R,2.255,-19.8,2.000,-20.0
3,27761.0,R,2.259,-19.7,2.000,-20.0
3,27770.0,W,3.279,NAN,2.000,-20.0
3,27851.0,R,2.256,-19.8,2.000,-20.0
3,27941.0,R,2.256,-19.8,2.000,-20.0
3,28031.0,R,2.255,-19.9,2.000,-20.0
3,28121.0,R,2.254,-20.0,2.000,-20.0
3,28201.0,R,2.253,-20.1,2.000,-20.0
3,28284.0,W,2.811,NAN,2.000,-20.0
3,28291.0,R,2.252,-20.2,2.000,-20.0
3,28381.0,R,2.251,-20.3,2.000,-20.0
3,28471.0,R,2.250,-20.3,2.000,-20.0
3,28561.0,R,2.249,-20.4,2.000,-20.0
3,28651.0,R,2.246,-20.5,2.000,-20.0
3,28741.0,R,2.242,-20.4,2.000,-20.0
3,28793.0,W,2.342,NAN,2.000,-20.0
3,28831.0,R,2.241,-20.3,2.000,-20.0
3,28921.0,R,2.240,-20.1,2.000,-20.0
3,29011.0,R,2.239,-20.0,2.000,-20.0
3,29091.0,R,2.238,-20.0,2.000,-20.0
3,29181.0,R,2.242,-20.1,2.000,-20.0
3,29271.0,R,2.247,-20.2,2.000,-20.0
3,29319.0,W,2.810,NAN,2.000,-20.0
3,29361.0,R,2.252,-20.3,2.000,-20.0
3,29451.0,R,2.257,-20.4,2.000,-20.0
3,29541.0,R,2.256,-20.5,2.000,-20.0
3,29631.0,R,2.253,-20.7,2.000,-20.0
3,29721.0,R,2.251,-20.8,2.000,-20.0
3,29811.0,R,2.245,-21.0,2.000,-20.0
3,29817.0,W,2.576,NAN,2.000,-20.0
3,29901.0,R,2.244,-21.0,2.000,-20.0
3,29981.0,R,2.249,-21.1,2.000,-20.0
3,30071.0,R,2.253,-21.0,2.000,-20.0
4,0.0,R,2.011,15.1,2.000,0.0
4,90.0,R,2.011,15.0,2.000,0.0
4,180.0,R,2.012,14.8,2.000,0.0
4,260.0,R,2.015,14.7,2.000,0.0
4,350.0,R,2.019,14.7,2.000,0.0
4,440.0,R,2.024,14.7,2.000,0.0
4,530.0,R,2.028,14.6,2.000,0.0
4,620.0,R,2.032,14.6,2.000,0.0
4,710.0,R,2.035,14.6,2.000,0.0
4,800.0,R,2.039,14.5,2.000,0.0
4,890.0,R,2.042,14.5,2.000,0.0
4,980.0,R,2.046,14.5,2.000,0.0
4,1070.0,R,2.049,14.5,2.000,0.0
4,1150.0,R,2.052,14.3,2.000,0.0
4,1240.0,R,2.053,13.9,2.000,0.0
4,1330.0,R,2.056,13.5,2.000,0.0
4,1420.0,R,2.055,13.1,2.000,0.0
4,1510.0,R,2.056,12.7,2.000,0.0
4,1600.0,R,2.060,13.0,2.000,0.0
4,1685.0,R,2.066,13.5,2.000,0.0
4,1780.0,R,2.073,14.1,2.000,0.0
4,1870.0,R,2.080,14.8,2.000,0.0
4,1960.0,R,2.086,15.3,2.000,0.0
4,2040.0,R,2.092,15.9,2.000,0.0
4,2130.0,R,2.098,16.3,2.000,0.0
4,2220.0,R,2.102,16.7,2.000,0.0
4,2294.0,W,5.387,NAN,2.000,0.0
4,2310.0,R,2.104,17.1,2.000,0.0
