segment_id,relative_ms,sensor,r_m,theta_deg,gt_r_m,gt_theta_deg
4,2400.0,R,2.104,17.3,2.000,0.0
4,2490.0,R,2.104,17.6,2.000,0.0
4,2580.0,R,2.106,17.7,2.000,0.0
4,2670.0,R,2.108,17.8,2.000,0.0
4,2760.0,R,2.110,17.9,2.000,0.0
4,2805.0,W,5.387,NAN,2.000,0.0
4,2850.0,R,2.110,18.1,2.000,0.0
4,2930.0,R,2.111,18.1,2.000,0.0
4,3020.0,R,2.112,18.1,2.000,0.0
4,3110.0,R,2.115,18.1,2.000,0.0
4,3200.0,R,2.118,18.1,2.000,0.0
4,3290.0,R,2.121,18.2,2.000,0.0
4,3317.0,W,5.153,NAN,2.000,0.0
4,3380.0,R,2.123,18.2,2.000,0.0
4,3470.0,R,2.126,18.2,2.000,0.0
4,3560.0,R,2.129,18.2,2.000,0.0
4,3650.0,R,2.131,18.2,2.000,0.0
4,3730.0,R,2.133,18.2,2.000,0.0
4,3820.0,R,2.135,18.2,2.000,0.0
4,3830.0,W,0.000,NAN,2.000,0.0
4,3910.0,R,2.138,18.3,2.000,0.0
4,4000.0,R,2.139,18.3,2.000,0.0
4,4090.0,R,2.139,18.1,2.000,0.0
4,4180.0,R,2.139,17.9,2.000,0.0
4,4239.0,W,3.045,NAN,2.000,0.0
4,4270.0,R,2.138,17.7,2.000,0.0
4,4360.0,R,2.137,17.5,2.000,0.0
4,4450.0,R,2.136,17.1,2.000,0.0
4,4540.0,R,2.134,16.6,2.000,0.0
4,4630.0,R,2.133,14.6,2.000,0.0
4,4710.0,R,2.134,12.9,2.000,0.0
4,4751.0,W,2.576,NAN,2.000,0.0
4,4800.0,R,2.135,12.3,2.000,0.0
4,4890.0,R,2.135,11.9,2.000,0.0
4,4980.0,R,2.129,11.6,2.000,0.0
4,5070.0,R,2.122,11.6,2.000,0.0
4,5160.0,R,2.116,11.6,2.000,0.0
4,5250.0,R,2.112,11.6,2.000,0.0
4,5263.0,W,2.811,NAN,2.000,0.0
4,5340.0,R,2.110,11.5,2.000,0.0
4,5430.0,R,2.112,11.4,2.000,0.0
4,5520.0,R,2.115,11.4,2.000,0.0
4,5600.0,R,2.117,11.4,2.000,0.0
4,5690.0,R,2.119,11.4,2.000,0.0
4,5775.0,W,3.045,NAN,2.000,0.0
4,5776.0,R,2.120,11.2,2.000,0.0
4,5870.0,R,2.120,11.1,2.000,0.0
4,5960.0,R,2.121,10.9,2.000,0.0
4,6050.0,R,2.121,10.7,2.000,0.0
4,6140.0,R,2.122,10.6,2.000,0.0
4,6230.0,R,2.123,10.4,2.000,0.0
4,6288.0,W,1.405,NAN,2.000,0.0
4,6320.0,R,2.119,9.8,2.000,0.0
4,6400.0,R,2.111,9.2,2.000,0.0
4,6490.0,R,2.092,8.2,2.000,0.0
4,6580.0,R,2.067,8.0,2.000,0.0
4,6670.0,R,2.039,8.1,2.000,0.0
4,6760.0,R,2.013,8.3,2.000,0.0
4,6799.0,W,1.639,NAN,2.000,0.0
4,6850.0,R,2.005,8.3,2.000,0.0
4,6940.0,R,1.997,8.3,2.000,0.0
4,7030.0,R,1.988,8.6,2.000,0.0
4,7120.0,R,1.983,8.8,2.000,0.0
4,7210.0,R,1.979,9.2,2.000,0.0
4,7290.0,R,1.978,9.6,2.000,0.0
4,7315.0,W,1.874,NAN,2.000,0.0
4,7380.0,R,1.978,9.8,2.000,0.0
4,7470.0,R,1.982,10.1,2.000,0.0
4,7560.0,R,1.988,10.6,2.000,0.0
4,7650.0,R,1.991,10.8,2.000,0.0
4,7740.0,R,1.993,10.8,2.000,0.0
4,7823.0,W,2.108,NAN,2.000,0.0
4,7830.0,R,1.993,10.8,2.000,0.0
4,7920.0,R,1.992,10.7,2.000,0.0
4,8010.0,R,1.993,10.5,2.000,0.0
4,8100.0,R,1.994,10.3,2.000,0.0
4,8180.0,R,1.997,10.3,2.000,0.0
4,8270.0,R,1.999,10.1,2.000,0.0
4,8335.0,W,2.108,NAN,2.000,0.0
4,8360.0,R,1.999,9.7,2.000,0.0
4,8450.0,R,1.998,7.9,2.000,0.0
4,8540.0,R,1.992,3.9,2.000,0.0
4,8630.0,R,1.993,-0.2,2.000,0.0
4,8720.0,R,2.001,-4.1,2.000,0.0
4,8745.0,W,2.576,NAN,2.000,0.0
4,8810.0,R,2.030,-7.2,2.000,0.0
4,8900.0,R,2.059,-9.1,2.000,0.0
4,8990.0,R,2.088,-10.5,2.000,0.0
4,9070.0,R,2.087,-11.7,2.000,0.0
4,9160.0,R,2.067,-12.1,2.000,0.0
4,9250.0,R,2.045,-11.6,2.000,0.0
4,9260.0,W,4.216,NAN,2.000,0.0
4,9340.0,R,2.012,-9.7,2.000,0.0
4,9430.0,R,1.964,-6.3,2.000,0.0
4,9520.0,R,1.923,-2.7,2.000,0.0
4,9610.0,R,1.954,-2.5,2.000,0.0
4,9700.0,R,1.974,-2.8,2.000,0.0
4,9769.0,W,4.216,NAN,2.000,0.0
4,9790.0,R,1.982,-2.9,2.000,0.0
4,9880.0,R,1.986,-2.8,2.000,0.0
4,9960.0,R,1.993,-2.6,2.000,0.0
4,10050.0,R,2.000,-2.4,2.000,0.0
4,10140.0,R,2.021,-1.8,2.000,0.0
4,10230.0,R,2.035,-0.9,2.000,0.0
4,10280.0,W,3.513,NAN,2.000,0.0
4,10320.0,R,2.046,-0.1,2.000,0.0
4,10410.0,R,2.056,0.7,2.000,0.0
4,10500.0,R,2.053,1.4,2.000,0.0
4,10590.0,R,2.041,3.6,2.000,0.0
4,10680.0,R,2.036,4.6,2.000,0.0
4,10760.0,R,2.030,5.1,2.000,0.0
4,10793.0,W,3.279,NAN,2.000,0.0
4,10850.0,R,2.033,5.2,2.000,0.0
4,10940.0,R,2.039,5.2,2.000,0.0
4,11030.0,R,2.046,5.3,2.000,0.0
4,11120.0,R,2.053,5.5,2.000,0.0
4,11210.0,R,2.058,6.0,2.000,0.0
4,11300.0,R,2.063,6.7,2.000,0.0
4,11308.0,W,2.810,NAN,2.000,0.0
4,11390.0,R,2.067,7.4,2.000,0.0
4,11480.0,R,2.077,8.1,2.000,0.0
4,11570.0,R,2.078,8.0,2.000,0.0
4,11660.0,R,2.080,7.7,2.000,0.0
4,11740.0,R,2.082,6.5,2.000,0.0
4,11830.0,R,2.086,5.5,2.000,0.0
4,11831.0,W,2.108,NAN,2.000,0.0
4,11920.0,R,2.096,4.4,2.000,0.0
4,12010.0,R,2.101,4.4,2.000,0.0
4,12100.0,R,2.105,5.0,2.000,0.0
4,12190.0,R,2.107,5.5,2.000,0.0
4,12280.0,R,2.103,7.6,2.000,0.0
4,12328.0,W,2.342,NAN,2.000,0.0
4,12370.0,R,2.100,12.0,2.000,0.0
4,12460.0,R,2.105,16.2,2.000,0.0
4,12540.0,R,2.116,20.0,2.000,0.0
4,12630.0,R,2.123,23.8,2.000,0.0
4,12720.0,R,2.100,30.5,2.000,0.0
4,12739.0,W,2.810,NAN,2.000,0.0
4,12810.0,R,2.100,36.6,2.000,0.0
4,12900.0,R,2.112,41.4,2.000,0.0
4,12990.0,R,2.130,45.8,2.000,0.0
4,13080.0,R,2.154,49.7,2.000,0.0
4,13170.0,R,2.181,53.0,2.000,0.0
4,13250.0,W,3.279,NAN,2.000,0.0
4,13260.0,R,2.202,55.3,2.000,0.0
4,13350.0,R,2.155,51.1,2.000,0.0
4,13430.0,R,2.133,48.4,2.000,0.0
4,13520.0,R,2.105,42.6,2.000,0.0
4,13610.0,R,2.103,37.0,2.000,0.0
4,13700.0,R,2.120,32.0,2.000,0.0
4,13762.0,W,2.811,NAN,2.000,0.0
4,13790.0,R,2.150,27.7,2.000,0.0
4,13880.0,R,2.187,24.0,2.000,0.0
4,13970.0,R,2.207,20.4,2.000,0.0
4,14060.0,R,2.165,15.3,2.000,0.0
4,14150.0,R,2.130,11.2,2.000,0.0
4,14240.0,R,2.100,8.5,2.000,0.0
4,14274.0,W,1.405,NAN,2.000,0.0
4,14320.0,R,2.085,8.4,2.000,0.0
4,14410.0,R,2.077,8.4,2.000,0.0
4,14500.0,R,2.073,8.6,2.000,0.0
4,14590.0,R,2.073,9.3,2.000,0.0
4,14680.0,R,2.066,10.5,2.000,0.0
4,14770.0,R,2.062,11.5,2.000,0.0
4,14801.0,W,1.171,NAN,2.000,0.0
4,14860.0,R,2.057,12.4,2.000,0.0
4,14950.0,R,2.052,11.4,2.000,0.0
4,15040.0,R,2.056,10.7,2.000,0.0
4,15130.0,R,2.058,10.4,2.000,0.0
4,15210.0,R,2.059,9.9,2.000,0.0
4,15298.0,W,1.171,NAN,2.000,0.0
4,15298.0,R,2.062,9.6,2.000,0.0
4,15390.0,R,2.064,9.4,2.000,0.0
4,15480.0,R,2.066,9.2,2.000,0.0
4,15570.0,R,2.068,9.0,2.000,0.0
4,15660.0,R,2.070,8.8,2.000,0.0
4,15750.0,R,2.072,8.6,2.000,0.0
4,15810.0,W,1.171,NAN,2.000,0.0
4,15840.0,R,2.074,8.4,2.000,0.0
4,15930.0,R,2.077,8.3,2.000,0.0
4,16020.0,R,2.077,8.0,2.000,0.0
4,16100.0,R,2.078,7.7,2.000,0.0
4,16190.0,R,2.078,7.4,2.000,0.0
4,16280.0,R,2.076,7.1,2.000,0.0
4,16322.0,W,1.171,NAN,2.000,0.0
4,16370.0,R,2.074,6.9,2.000,0.0
4,16460.0,R,2.076,6.7,2.000,0.0
4,16550.0,R,2.078,6.3,2.000,0.0
4,16640.0,R,2.077,5.9,2.000,0.0
4,16730.0,R,2.077,5.4,2.000,0.0
4,16820.0,R,2.076,4.9,2.000,0.0
4,16835.0,W,0.703,NAN,2.000,0.0
4,16910.0,R,2.076,4.4,2.000,0.0
4,16990.0,R,2.077,3.9,2.000,0.0
4,17080.0,R,2.079,3.6,2.000,0.0
4,17170.0,R,2.078,3.1,2.000,0.0
4,17243.0,W,0.000,NAN,2.000,0.0
4,17260.0,R,2.079,2.8,2.000,0.0
4,17350.0,R,2.075,2.5,2.000,0.0
4,17440.0,R,2.070,2.1,2.000,0.0
4,17530.0,R,2.071,1.7,2.000,0.0
4,17620.0,R,2.071,1.2,2.000,0.0
4,17710.0,R,2.072,0.9,2.000,0.0
4,17756.0,W,3.747,NAN,2.000,0.0
4,17800.0,R,2.076,0.7,2.000,0.0
4,17880.0,R,2.079,0.7,2.000,0.0
4,17970.0,R,2.081,0.7,2.000,0.0
4,18060.0,R,2.082,0.9,2.000,0.0
4,18150.0,R,2.084,1.1,2.000,0.0
4,18240.0,R,2.086,1.3,2.000,0.0
4,18268.0,W,2.342,NAN,2.000,0.0
4,18330.0,R,2.086,1.3,2.000,0.0
4,18420.0,R,2.085,1.4,2.000,0.0
4,18510.0,R,2.083,1.3,2.000,0.0
4,18600.0,R,2.079,1.1,2.000,0.0
4,18690.0,R,2.071,0.7,2.000,0.0
4,18770.0,R,2.066,0.3,2.000,0.0
4,18780.0,W,2.576,NAN,2.000,0.0
4,18860.0,R,2.064,-0.1,2.000,0.0
4,18950.0,R,2.062,-0.5,2.000,0.0
4,19040.0,R,2.056,-1.1,2.000,0.0
4,19130.0,R,2.051,-1.8,2.000,0.0
4,19220.0,R,2.046,-2.5,2.000,0.0
4,19292.0,W,3.045,NAN,2.000,0.0
4,19310.0,R,2.041,-3.2,2.000,0.0
4,19400.0,R,2.037,-3.8,2.000,0.0
4,19490.0,R,2.033,-4.5,2.000,0.0
4,19570.0,R,2.030,-5.0,2.000,0.0
4,19660.0,R,2.028,-5.6,2.000,0.0
4,19750.0,R,2.027,-6.1,2.000,0.0
4,19804.0,W,3.045,NAN,2.000,0.0
4,19840.0,R,2.029,-6.5,2.000,0.0
4,19930.0,R,2.031,-6.9,2.000,0.0
4,20020.0,R,2.030,-7.2,2.000,0.0
4,20110.0,R,2.028,-7.4,2.000,0.0
4,20200.0,R,2.027,-7.6,2.000,0.0
4,20290.0,R,2.025,-7.8,2.000,0.0
4,20316.0,W,3.045,NAN,2.000,0.0
4,20380.0,R,2.030,-8.0,2.000,0.0
4,20460.0,R,2.036,-8.3,2.000,0.0
4,20550.0,R,2.041,-8.5,2.000,0.0
4,20640.0,R,2.048,-8.7,2.000,0.0
4,20730.0,R,2.052,-8.7,2.000,0.0
4,20820.0,R,2.056,-8.8,2.000,0.0
4,20827.0,W,2.810,NAN,2.000,0.0
4,20910.0,R,2.060,-8.7,2.000,0.0
4,21000.0,R,2.064,-8.7,2.000,0.0
4,21090.0,R,2.068,-8.7,2.000,0.0
4,21180.0,R,2.071,-8.7,2.000,0.0
4,21237.0,W,2.810,NAN,2.000,0.0
4,21270.0,R,2.076,-8.6,2.000,0.0
4,21350.0,R,2.079,-8.5,2.000,0.0
4,21440.0,R,2.081,-8.4,2.000,0.0
4,21530.0,R,2.060,-7.8,2.000,0.0
4,21620.0,R,2.034,-7.2,2.000,0.0
4,21710.0,R,2.014,-6.6,2.000,0.0
4,21750.0,W,3.045,NAN,2.000,0.0
4,21800.0,R,1.996,-6.0,2.000,0.0
4,21890.0,R,1.976,-5.4,2.000,0.0
4,21980.0,R,1.956,-4.7,2.000,0.0
4,22070.0,R,1.937,-4.1,2.000,0.0
4,22160.0,R,1.903,-3.2,2.000,0.0
4,22240.0,R,1.805,0.0,2.000,0.0
4,22261.0,W,3.045,NAN,2.000,0.0
4,22330.0,R,1.640,7.1,2.000,0.0
4,22420.0,R,1.514,14.8,2.000,0.0
4,22510.0,R,1.436,21.7,2.000,0.0
4,22600.0,R,1.386,28.2,2.000,0.0
4,22690.0,R,1.389,32.4,2.000,0.0
4,22773.0,W,2.811,NAN,2.000,0.0
4,22780.0,R,1.419,34.2,2.000,0.0
4,22870.0,R,1.433,33.2,2.000,0.0
4,22960.0,R,1.444,30.1,2.000,0.0
4,23050.0,R,1.485,23.5,2.000,0.0
4,23130.0,R,1.547,17.5,2.000,0.0
4,23220.0,R,1.604,11.5,2.000,0.0
4,23286.0,W,3.045,NAN,2.000,0.0
4,23310.0,R,1.671,6.1,2.000,0.0
4,23400.0,R,1.744,1.4,2.000,0.0
4,23490.0,R,1.817,-2.3,2.000,0.0
4,23580.0,R,1.858,-5.0,2.000,0.0
4,23670.0,R,1.890,-6.4,2.000,0.0
4,23760.0,R,1.911,-5.4,2.000,0.0
4,23798.0,W,2.811,NAN,2.000,0.0
4,23850.0,R,1.924,-4.9,2.000,0.0
4,23940.0,R,1.940,-4.8,2.000,0.0
4,24020.0,R,1.958,-5.2,2.000,0.0
4,24110.0,R,1.979,-5.4,2.000,0.0
4,24200.0,R,2.001,-5.7,2.000,0.0
4,24290.0,R,2.022,-5.9,2.000,0.0
4,24312.0,W,3.045,NAN,2.000,0.0
4,24380.0,R,2.035,-6.6,2.000,0.0
4,24470.0,R,2.048,-7.3,2.000,0.0
4,24560.0,R,2.049,-7.5,2.000,0.0
4,24650.0,R,2.057,-7.5,2.000,0.0
4,24740.0,R,2.063,-7.4,2.000,0.0
4,24821.0,W,3.045,NAN,2.000,0.0
4,24830.0,R,2.069,-7.4,2.000,0.0
4,24910.0,R,2.072,-7.2,2.000,0.0
4,25000.0,R,2.073,-6.9,2.000,0.0
4,25090.0,R,2.073,-6.6,2.000,0.0
4,25180.0,R,2.073,-6.3,2.000,0.0
4,25270.0,R,2.073,-5.9,2.000,0.0
4,25333.0,W,3.045,NAN,2.000,0.0
4,25360.0,R,2.073,-5.6,2.000,0.0
4,25450.0,R,2.073,-5.3,2.000,0.0
4,25540.0,R,2.073,-5.0,2.000,0.0
4,25630.0,R,2.073,-4.8,2.000,0.0
4,25720.0,R,2.073,-4.5,2.000,0.0
4,25742.0,W,3.279,NAN,2.000,0.0
4,25800.0,R,2.073,-4.2,2.000,0.0
4,25890.0,R,2.073,-4.0,2.000,0.0
4,25980.0,R,2.073,-3.7,2.000,0.0
4,26070.0,R,2.074,-3.5,2.000,0.0
4,26160.0,R,2.074,-3.3,2.000,0.0
4,26250.0,R,2.074,-3.1,2.000,0.0
4,26255.0,W,3.279,NAN,2.000,0.0
4,26340.0,R,2.075,-2.8,2.000,0.0
4,26430.0,R,2.075,-2.8,2.000,0.0
4,26520.0,R,2.075,-2.8,2.000,0.0
4,26610.0,R,2.075,-2.8,2.000,0.0
4,26690.0,R,2.075,-2.8,2.000,0.0
4,26767.0,W,3.279,NAN,2.000,0.0
4,26780.0,R,2.075,-2.8,2.000,0.0
4,26870.0,R,2.075,-2.8,2.000,0.0
4,26960.0,R,2.085,-2.5,2.000,0.0
4,27050.0,R,2.094,-2.3,2.000,0.0
4,27140.0,R,2.102,-2.1,2.000,0.0
4,27230.0,R,2.111,-1.9,2.000,0.0
4,27279.0,W,3.513,NAN,2.000,0.0
4,27320.0,R,2.119,-1.5,2.000,0.0
4,27410.0,R,2.127,-1.1,2.000,0.0
4,27500.0,R,2.128,-0.8,2.000,0.0
4,27580.0,R,2.128,-0.4,2.000,0.0
4,27670.0,R,2.127,-0.0,2.000,0.0
4,27760.0,R,2.127,0.1,2.000,0.0
4,27791.0,W,3.279,NAN,2.000,0.0
4,27850.0,R,2.127,0.2,2.000,0.0
4,27940.0,R,2.127,0.3,2.000,0.0
4,28030.0,R,2.127,0.4,2.000,0.0
4,28120.0,R,2.127,0.7,2.000,0.0
4,28210.0,R,2.127,0.8,2.000,0.0
4,28300.0,R,2.126,1.0,2.000,0.0
4,28317.0,W,3.045,NAN,2.000,0.0
4,28390.0,R,2.125,1.1,2.000,0.0
4,28470.0,R,2.122,1.1,2.000,0.0
4,28560.0,R,2.112,0.8,2.000,0.0
4,28650.0,R,2.098,0.6,2.000,0.0
4,28740.0,R,2.082,0.3,2.000,0.0
4,28815.0,W,3.513,NAN,2.000,0.0
4,28830.0,R,2.066,0.1,2.000,0.0
4,28920.0,R,2.051,-0.2,2.000,0.0
4,29010.0,R,2.033,-0.2,2.000,0.0
4,29100.0,R,2.017,0.0,2.000,0.0
4,29190.0,R,2.006,0.1,2.000,0.0
4,29270.0,R,1.996,0.4,2.000,0.0
4,29326.0,W,3.513,NAN,2.000,0.0
4,29360.0,R,1.987,0.7,2.000,0.0
4,29450.0,R,1.978,0.9,2.000,0.0
4,29540.0,R,1.969,1.1,2.000,0.0
4,29630.0,R,1.962,1.4,2.000,0.0
4,29720.0,R,1.953,1.6,2.000,0.0
4,29736.0,W,3.279,NAN,2.000,0.0
4,29810.0,R,1.946,1.8,2.000,0.0
4,29900.0,R,1.938,2.0,2.000,0.0
4,29990.0,R,1.931,2.2,2.000,0.0
4,30080.0,R,1.922,2.5,2.000,0.0
4,30160.0,R,1.909,3.0,2.000,0.0
4,30249.0,W,3.279,NAN,2.000,0.0
4,30249.0,R,1.895,3.7,2.000,0.0
4,30340.0,R,1.885,4.2,2.000,0.0
4,30430.0,R,1.880,4.9,2.000,0.0
4,30520.0,R,1.878,5.6,2.000,0.0
4,30610.0,R,1.878,6.1,2.000,0.0
4,30700.0,R,1.883,6.2,2.000,0.0
4,30761.0,W,3.279,NAN,2.000,0.0
4,30790.0,R,1.888,6.3,2.000,0.0
4,30880.0,R,1.893,6.5,2.000,0.0
4,30970.0,R,1.900,6.7,2.000,0.0
4,31050.0,R,1.905,6.8,2.000,0.0
4,31140.0,R,1.911,6.9,2.000,0.0
4,31230.0,R,1.914,7.1,2.000,0.0
4,31272.0,W,3.279,NAN,2.000,0.0
4,31320.0,R,1.914,7.6,2.000,0.0
4,31410.0,R,1.912,8.2,2.000,0.0
4,31500.0,R,1.914,8.6,2.000,0.0
4,31590.0,R,1.922,8.7,2.000,0.0
4,31680.0,R,1.932,8.8,2.000,0.0
4,31770.0,R,1.941,8.9,2.000,0.0
4,31784.0,W,3.279,NAN,2.000,0.0
4,31860.0,R,1.947,9.2,2.000,0.0
4,31940.0,R,1.951,9.3,2.000,0.0
4,32030.0,R,1.957,9.4,2.000,0.0
4,32120.0,R,1.961,9.3,2.000,0.0
4,32210.0,R,1.964,9.2,2.000,0.0
4,32297.0,W,3.279,NAN,2.000,0.0
4,32297.0,R,1.968,9.1,2.000,0.0
4,32390.0,R,1.970,9.0,2.000,0.0
4,32480.0,R,1.974,8.9,2.000,0.0
4,32570.0,R,1.975,8.6,2.000,0.0
4,32660.0,R,1.980,8.2,2.000,0.0
4,32750.0,R,1.986,7.8,2.000,0.0
4,32808.0,W,3.279,NAN,2.000,0.0
4,32830.0,R,1.995,7.5,2.000,0.0
4,32920.0,R,2.002,7.1,2.000,0.0
4,33010.0,R,2.011,6.8,2.000,0.0
4,33100.0,R,2.018,6.6,2.000,0.0
4,33190.0,R,2.018,6.8,2.000,0.0
4,33280.0,R,2.017,7.1,2.000,0.0
4,33320.0,W,3.279,NAN,2.000,0.0
4,33370.0,R,2.013,7.5,2.000,0.0
4,33460.0,R,2.010,7.9,2.000,0.0
4,33550.0,R,2.007,8.2,2.000,0.0
4,33640.0,R,2.003,8.6,2.000,0.0
4,33720.0,R,2.006,8.8,2.000,0.0
4,33810.0,R,2.009,9.0,2.000,0.0
4,33833.0,W,3.279,NAN,2.000,0.0
4,33900.0,R,2.009,9.3,2.000,0.0
4,33990.0,R,2.010,9.7,2.000,0.0
4,34080.0,R,2.004,10.4,2.000,0.0
4,34170.0,R,1.982,12.6,2.000,0.0
4,34243.0,W,3.279,NAN,2.000,0.0
4,34260.0,R,1.965,14.7,2.000,0.0
4,34350.0,R,1.958,16.1,2.000,0.0
4,34440.0,R,1.957,16.5,2.000,0.0
4,34530.0,R,1.955,16.7,2.000,0.0
4,34610.0,R,1.950,16.0,2.000,0.0
4,34700.0,R,1.948,15.2,2.000,0.0
4,34754.0,W,3.279,NAN,2.000,0.0
4,34790.0,R,1.939,13.0,2.000,0.0
4,34880.0,R,1.941,11.4,2.000,0.0
4,34970.0,R,1.948,10.0,2.000,0.0
4,35060.0,R,1.955,8.6,2.000,0.0
4,35150.0,R,1.964,7.0,2.000,0.0
4,35240.0,R,1.977,5.3,2.000,0.0
4,35268.0,W,3.279,NAN,2.000,0.0
4,35330.0,R,1.990,4.2,2.000,0.0
4,35420.0,R,1.995,3.6,2.000,0.0
4,35500.0,R,1.995,3.5,2.000,0.0
4,35590.0,R,1.996,3.5,2.000,0.0
4,35680.0,R,1.998,3.4,2.000,0.0
4,35770.0,R,2.003,3.4,2.000,0.0
4,35780.0,W,3.279,NAN,2.000,0.0
4,35860.0,R,2.007,3.3,2.000,0.0
4,35950.0,R,2.011,3.4,2.000,0.0
4,36040.0,R,2.015,3.3,2.000,0.0
4,36130.0,R,2.018,3.4,2.000,0.0
4,36220.0,R,2.019,3.7,2.000,0.0
4,36290.0,W,3.279,NAN,2.000,0.0
4,36300.0,R,2.027,5.0,2.000,0.0
4,36390.0,R,2.039,6.2,2.000,0.0
4,36480.0,R,2.066,7.7,2.000,0.0
4,36570.0,R,2.087,8.7,2.000,0.0
4,36660.0,R,2.098,9.5,2.000,0.0
4,36750.0,R,2.100,10.3,2.000,0.0
4,36802.0,W,3.279,NAN,2.000,0.0
4,36840.0,R,2.101,11.3,2.000,0.0
4,36930.0,R,2.101,12.1,2.000,0.0
4,37020.0,R,2.102,12.9,2.000,0.0
4,37110.0,R,2.103,13.6,2.000,0.0
4,37190.0,R,2.104,14.2,2.000,0.0
4,37280.0,R,2.107,14.8,2.000,0.0
4,37314.0,W,3.279,NAN,2.000,0.0
4,37370.0,R,2.107,15.3,2.000,0.0
4,37460.0,R,2.098,15.5,2.000,0.0
4,37550.0,R,2.090,15.5,2.000,0.0
4,37640.0,R,2.078,15.5,2.000,0.0
4,37730.0,R,2.068,15.5,2.000,0.0
4,37820.0,R,2.061,15.6,2.000,0.0
4,37826.0,W,3.279,NAN,2.000,0.0
4,37910.0,R,2.061,15.6,2.000,0.0
4,38000.0,R,2.065,15.4,2.000,0.0
4,38080.0,R,2.073,15.3,2.000,0.0
4,38170.0,R,2.084,15.1,2.000,0.0
4,38235.0,W,3.279,NAN,2.000,0.0
4,38260.0,R,2.094,14.9,2.000,0.0
4,38350.0,R,2.104,14.8,2.000,0.0
4,38440.0,R,2.109,14.6,2.000,0.0
4,38530.0,R,2.108,14.1,2.000,0.0
4,38620.0,R,2.104,13.4,2.000,0.0
4,38710.0,R,2.099,12.7,2.000,0.0
4,38749.0,W,3.279,NAN,2.000,0.0
4,38800.0,R,2.069,10.5,2.000,0.0
4,38890.0,R,2.042,8.0,2.000,0.0
4,38970.0,R,1.997,2.2,2.000,0.0
4,39060.0,R,1.971,-3.5,2.000,0.0
4,39150.0,R,1.980,-8.1,2.000,0.0
4,39240.0,R,2.001,-10.6,2.000,0.0
4,39259.0,W,3.045,NAN,2.000,0.0
4,39330.0,R,2.066,-12.6,2.000,0.0
4,39420.0,R,2.124,-13.3,2.000,0.0
4,39510.0,R,2.194,-14.2,2.000,0.0
4,39600.0,R,2.266,-14.7,2.000,0.0
4,39690.0,R,2.315,-15.0,2.000,0.0
4,39771.0,W,3.279,NAN,2.000,0.0
4,39780.0,R,2.358,-15.1,2.000,0.0
4,39860.0,R,2.326,-15.3,2.000,0.0
4,39950.0,R,2.302,-15.5,2.000,0.0
4,40040.0,R,2.295,-15.5,2.000,0.0
4,40130.0,R,2.286,-15.4,2.000,0.0
4,40220.0,R,2.276,-15.0,2.000,0.0
4,40284.0,W,3.513,NAN,2.000,0.0
4,40310.0,R,2.247,-13.4,2.000,0.0
4,40400.0,R,2.205,-10.2,2.000,0.0
4,40490.0,R,2.197,-9.8,2.000,0.0
4,40580.0,R,2.209,-10.4,2.000,0.0
4,40670.0,R,2.221,-11.1,2.000,0.0
4,40750.0,R,2.236,-12.3,2.000,0.0
4,40796.0,W,3.279,NAN,2.000,0.0
4,40840.0,R,2.249,-12.7,2.000,0.0
4,40930.0,R,2.246,-12.5,2.000,0.0
4,41020.0,R,2.232,-11.7,2.000,0.0
4,41110.0,R,2.210,-10.3,2.000,0.0
4,41200.0,R,2.165,-7.2,2.000,0.0
4,41290.0,R,2.125,-3.1,2.000,0.0
4,41309.0,W,3.279,NAN,2.000,0.0
4,41380.0,R,2.112,1.1,2.000,0.0
4,41470.0,R,2.118,4.6,2.000,0.0
4,41560.0,R,2.136,5.6,2.000,0.0
4,41640.0,R,2.150,5.5,2.000,0.0
4,41730.0,R,2.156,4.9,2.000,0.0
4,41819.0,W,3.279,NAN,2.000,0.0
4,41819.0,R,2.160,4.0,2.000,0.0
4,41910.0,R,2.164,3.2,2.000,0.0
4,42000.0,R,2.166,2.7,2.000,0.0
4,42090.0,R,2.166,2.4,2.000,0.0
4,42180.0,R,2.154,2.0,2.000,0.0
4,42270.0,R,2.137,1.6,2.000,0.0
4,42332.0,W,3.279,NAN,2.000,0.0
4,42360.0,R,2.110,1.5,2.000,0.0
4,42450.0,R,2.103,1.6,2.000,0.0
4,42530.0,R,2.098,1.8,2.000,0.0
4,42620.0,R,2.092,2.0,2.000,0.0
4,42710.0,R,2.088,2.2,2.000,0.0
4,42741.0,W,3.279,NAN,2.000,0.0
4,42800.0,R,2.083,2.4,2.000,0.0
4,42890.0,R,2.079,2.6,2.000,0.0
4,42980.0,R,2.074,2.8,2.000,0.0
4,43070.0,R,2.073,2.9,2.000,0.0
4,43160.0,R,2.071,3.0,2.000,0.0
4,43250.0,R,2.071,3.0,2.000,0.0
4,43253.0,W,3.045,NAN,2.000,0.0
5,0.0,R,2.070,15.3,2.000,10.0
5,90.0,R,2.068,15.6,2.000,10.0
5,180.0,R,2.065,15.9,2.000,10.0
5,270.0,R,2.060,16.3,2.000,10.0
5,360.0,R,2.053,16.7,2.000,10.0
5,450.0,R,2.045,17.1,2.000,10.0
5,540.0,R,2.032,17.8,2.000,10.0
5,630.0,R,2.033,18.0,2.000,10.0
5,720.0,R,2.035,18.1,2.000,10.0
5,810.0,R,2.037,18.1,2.000,10.0
5,890.0,R,2.041,18.1,2.000,10.0
