R,2.103,-11.3,0.0
R,2.101,-11.1,90.0
R,2.099,-10.9,180.0
R,2.098,-10.9,270.0
R,2.097,-11.0,360.0
R,2.096,-11.3,450.0
R,2.096,-11.6,540.0
R,2.094,-11.9,630.0
R,2.092,-12.3,720.0
R,2.093,-12.6,800.0
R,2.100,-13.5,890.0
R,2.101,-12.9,980.0
R,2.100,-12.7,1070.0
R,2.100,-12.5,1160.0
R,2.099,-12.5,1250.0
R,2.096,-12.5,1340.0
R,2.091,-12.5,1430.0
R,2.090,-12.4,1520.0
R,2.088,-12.2,1610.0
R,2.076,-11.8,1690.0
R,2.076,-11.6,1780.0
R,2.077,-11.6,1870.0
R,2.077,-11.5,1960.0
R,2.077,-11.4,2050.0
R,2.077,-11.2,2140.0
R,2.076,-11.3,2230.0
W,2.108,NAN,2319.0
R,2.077,-11.2,2319.0
R,2.078,-11.2,2410.0
R,2.080,-11.0,2500.0
R,2.082,-10.8,2580.0
R,2.080,-10.5,2670.0
W,2.108,NAN,2729.0
R,2.070,-9.6,2760.0
R,2.062,-9.0,2850.0
R,2.061,-8.8,2940.0
R,2.063,-8.9,3030.0
R,2.068,-9.1,3120.0
R,2.073,-9.4,3210.0
W,2.342,NAN,3241.0
R,2.075,-9.4,3300.0
R,2.076,-9.4,3390.0
R,2.077,-9.4,3470.0
R,2.076,-9.5,3560.0
R,2.072,-9.5,3650.0
R,2.064,-9.3,3740.0
W,2.810,NAN,3752.0
R,2.053,-9.2,3830.0
R,2.043,-8.9,3920.0
R,2.047,-6.8,4010.0
R,2.060,-4.5,4100.0
R,2.075,-2.8,4190.0
W,3.747,NAN,4265.0
R,2.082,-3.2,4280.0
R,2.079,-3.9,4360.0
R,2.070,-4.6,4450.0
R,2.052,-6.0,4540.0
R,2.038,-6.8,4630.0
R,2.015,-6.8,4720.0
W,3.747,NAN,4777.0
R,2.008,-6.9,4810.0
R,2.001,-6.8,4900.0
R,1.997,-6.8,4990.0
R,2.000,-8.6,5080.0
R,2.035,-12.4,5170.0
R,2.095,-15.3,5250.0
W,4.216,NAN,5288.0
R,2.139,-17.8,5340.0
R,2.124,-18.5,5430.0
R,2.096,-17.9,5520.0
R,2.080,-17.3,5610.0
R,2.072,-17.1,5700.0
R,2.068,-16.8,5790.0
W,4.216,NAN,5800.0
R,2.065,-16.5,5880.0
R,2.066,-16.3,5970.0
R,2.066,-16.1,6060.0
R,2.066,-15.9,6140.0
R,2.065,-15.8,6230.0
W,3.513,NAN,6312.0
R,2.063,-15.7,6320.0
R,2.061,-15.7,6410.0
R,2.058,-15.6,6500.0
R,2.055,-15.5,6590.0
R,2.060,-15.3,6680.0
W,3.045,NAN,6722.0
R,2.065,-15.2,6770.0
R,2.068,-15.1,6860.0
R,2.068,-15.0,6950.0
R,2.068,-14.9,7030.0
R,2.067,-14.7,7120.0
R,2.068,-14.4,7210.0
W,2.342,NAN,7234.0
R,2.067,-13.9,7300.0
R,2.066,-13.5,7390.0
R,2.060,-12.0,7480.0
R,2.057,-10.6,7570.0
R,2.057,-10.0,7660.0
W,2.342,NAN,7746.0
R,2.063,-9.7,7746.0
R,2.065,-9.7,7830.0
R,2.067,-9.7,7920.0
R,2.070,-9.8,8010.0
R,2.074,-9.9,8100.0
R,2.077,-10.0,8190.0
W,2.342,NAN,8258.0
R,2.080,-10.1,8280.0
R,2.082,-10.1,8370.0
R,2.082,-10.1,8460.0
R,2.079,-10.0,8550.0
R,2.074,-9.9,8640.0
R,2.071,-9.9,8720.0
W,2.342,NAN,8770.0
R,2.069,-10.0,8810.0
R,2.073,-10.3,8900.0
R,2.076,-10.7,8990.0
R,2.089,-11.5,9080.0
R,2.094,-11.4,9170.0
R,2.094,-11.4,9260.0
W,2.810,NAN,9282.0
R,2.095,-11.4,9350.0
R,2.095,-11.3,9440.0
R,2.092,-11.2,9530.0
R,2.090,-11.1,9610.0
R,2.090,-11.0,9700.0
R,2.091,-11.0,9790.0
W,2.810,NAN,9794.0
R,2.090,-11.0,9880.0
R,2.089,-11.1,9970.0
R,2.094,-11.1,10060.0
R,2.106,-11.3,10150.0
R,2.117,-11.4,10240.0
W,3.045,NAN,10306.0
R,2.156,-11.0,10330.0
R,2.174,-10.7,10420.0
R,2.147,-10.1,10500.0
R,2.129,-9.4,10590.0
R,2.121,-9.0,10680.0
R,2.127,-8.8,10770.0
W,3.513,NAN,10818.0
R,2.123,-8.8,10860.0
R,2.116,-8.8,10950.0
R,2.110,-9.0,11040.0
R,2.106,-9.1,11130.0
R,2.104,-9.3,11220.0
W,3.747,NAN,11228.0
R,2.101,-9.4,11310.0
R,2.100,-9.5,11390.0
R,2.098,-9.5,11480.0
R,2.094,-9.4,11570.0
R,2.091,-9.2,11660.0
W,3.513,NAN,11740.0
R,2.090,-9.0,11750.0
R,2.090,-8.8,11840.0
R,2.088,-8.0,11930.0
R,2.076,-7.5,12020.0
R,2.066,-7.3,12110.0
R,2.068,-7.4,12200.0
W,3.045,NAN,12251.0
R,2.072,-7.7,12280.0
R,2.077,-8.0,12370.0
R,2.084,-8.3,12460.0
R,2.087,-8.5,12550.0
R,2.087,-8.5,12640.0
R,2.087,-8.5,12730.0
W,2.342,NAN,12763.0
R,2.086,-8.6,12820.0
R,2.084,-8.6,12910.0
R,2.085,-8.5,13000.0
R,2.086,-8.6,13090.0
R,2.085,-8.7,13170.0
R,2.082,-8.9,13260.0
W,2.342,NAN,13276.0
R,2.077,-9.1,13350.0
R,2.074,-9.3,13440.0
R,2.073,-9.6,13530.0
R,2.074,-9.8,13620.0
R,2.073,-10.0,13710.0
W,2.342,NAN,13787.0
