R,4.139,12.9,0.0
R,4.130,13.3,80.0
R,4.122,13.6,170.0
R,4.115,14.1,260.0
R,4.110,14.7,350.0
R,4.103,15.1,440.0
R,4.100,15.5,530.0
R,4.101,15.8,620.0
R,4.104,16.0,710.0
R,4.107,16.2,800.0
R,4.103,16.4,890.0
R,4.100,16.5,970.0
R,4.093,16.6,1060.0
R,4.084,16.7,1150.0
R,4.075,16.9,1240.0
R,4.066,17.0,1330.0
R,4.059,17.1,1420.0
R,4.053,17.2,1510.0
R,4.050,17.2,1600.0
R,4.047,17.2,1690.0
R,4.051,17.0,1780.0
R,4.059,16.8,1860.0
R,4.062,16.6,1950.0
R,4.064,16.5,2040.0
R,4.065,16.4,2130.0
W,4.216,NAN,2217.0
R,4.065,16.4,2217.0
R,4.068,16.3,2310.0
R,4.070,16.2,2400.0
R,4.068,16.0,2490.0
R,4.065,15.8,2580.0
R,4.061,15.5,2670.0
W,4.450,NAN,2728.0
R,4.060,15.4,2750.0
R,4.060,15.2,2840.0
R,4.059,15.0,2930.0
R,4.056,14.9,3020.0
R,4.052,14.8,3110.0
R,4.053,14.8,3200.0
W,4.450,NAN,3227.0
R,4.051,14.9,3290.0
R,4.048,15.1,3380.0
R,4.039,15.6,3470.0
R,4.030,15.9,3560.0
R,4.020,16.2,3640.0
R,4.012,16.4,3730.0
W,4.450,NAN,3753.0
R,3.997,16.8,3820.0
R,3.983,17.0,3910.0
R,3.969,17.2,4000.0
R,3.968,17.3,4090.0
R,3.966,17.4,4180.0
W,4.450,NAN,4250.0
R,3.964,17.4,4270.0
R,3.963,17.2,4360.0
R,3.964,17.2,4450.0
R,3.967,17.2,4530.0
R,3.972,17.3,4620.0
R,3.973,17.4,4710.0
W,4.450,NAN,4762.0
R,3.975,17.4,4800.0
R,3.976,17.5,4890.0
R,3.977,17.6,4980.0
R,3.978,17.8,5070.0
R,3.979,17.8,5160.0
W,4.216,NAN,5178.0
R,3.981,17.8,5250.0
R,3.980,17.7,5340.0
R,3.979,17.7,5420.0
R,3.978,17.7,5510.0
R,3.976,17.6,5600.0
W,4.216,NAN,5683.0
R,3.978,17.6,5690.0
R,3.976,17.5,5780.0
R,3.973,17.4,5870.0
R,3.968,17.3,5960.0
R,3.969,17.3,6050.0
R,3.969,17.2,6140.0
W,4.216,NAN,6196.0
R,3.968,17.1,6230.0
R,3.968,17.0,6310.0
R,3.968,17.0,6400.0
R,3.969,16.8,6490.0
R,3.970,16.6,6580.0
R,3.970,16.4,6670.0
W,5.153,NAN,6708.0
R,3.971,16.3,6760.0
R,3.971,16.2,6850.0
R,3.971,16.3,6940.0
R,3.971,16.4,7030.0
R,3.971,16.6,7120.0
R,3.971,16.7,7200.0
W,5.387,NAN,7220.0
R,3.971,16.9,7290.0
R,3.971,17.0,7380.0
R,3.971,17.2,7470.0
R,3.967,17.3,7560.0
R,3.963,17.5,7650.0
W,5.855,NAN,7732.0
R,3.961,17.7,7740.0
R,3.958,17.9,7830.0
R,3.957,18.0,7920.0
R,3.958,17.9,8000.0
R,3.961,17.9,8090.0
R,3.963,17.9,8180.0
W,5.621,NAN,8244.0
R,3.966,17.8,8270.0
R,3.968,17.9,8360.0
R,3.970,18.0,8450.0
R,3.973,18.1,8540.0
R,3.975,18.3,8630.0
R,3.972,18.4,8720.0
W,6.090,NAN,8756.0
R,3.965,18.5,8810.0
R,3.955,18.5,8890.0
R,3.946,18.6,8980.0
R,3.937,18.7,9070.0
R,3.928,18.7,9160.0
R,3.922,18.9,9250.0
W,6.558,NAN,9268.0
R,3.919,19.0,9340.0
R,3.913,19.0,9430.0
R,3.911,19.0,9520.0
R,3.907,19.0,9610.0
W,6.558,NAN,9677.0
R,3.905,19.0,9700.0
R,3.906,19.0,9780.0
R,3.908,19.0,9870.0
R,3.910,19.0,9960.0
R,3.911,19.0,10050.0
R,3.913,19.0,10140.0
W,7.261,NAN,10189.0
R,3.914,19.1,10230.0
R,3.916,19.1,10320.0
R,3.915,19.2,10410.0
R,3.916,19.2,10500.0
R,3.917,19.3,10590.0
R,3.918,19.3,10680.0
W,5.855,NAN,10702.0
R,3.920,19.3,10760.0
R,3.922,19.2,10850.0
R,3.921,19.0,10940.0
R,3.920,18.8,11030.0
R,3.926,18.5,11120.0
R,3.935,18.5,11210.0
W,7.963,NAN,11213.0
R,3.944,18.7,11300.0
R,3.951,18.8,11390.0
R,3.972,18.9,11480.0
R,3.973,19.3,11560.0
R,3.972,19.5,11650.0
W,5.387,NAN,11739.0
R,3.969,19.7,11739.0
R,3.967,19.8,11830.0
R,3.966,19.6,11920.0
R,3.969,19.3,12010.0
R,3.976,19.0,12100.0
R,3.984,18.7,12190.0
W,5.855,NAN,12252.0
R,3.986,18.6,12280.0
R,3.989,18.6,12370.0
R,3.991,18.6,12450.0
R,3.994,18.2,12540.0
R,4.010,17.0,12630.0
R,4.012,15.7,12720.0
W,3.045,NAN,12750.0
R,4.020,13.2,12810.0
R,4.031,11.5,12900.0
R,4.037,10.6,12990.0
R,4.040,10.2,13080.0
R,4.041,9.9,13170.0
R,4.043,10.5,13260.0
W,3.045,NAN,13261.0
R,4.041,10.7,13340.0
R,4.037,11.0,13430.0
R,4.026,12.0,13520.0
R,4.019,13.0,13610.0
W,3.982,NAN,13671.0
R,3.995,15.2,13700.0
R,3.983,17.2,13790.0
R,3.992,17.9,13880.0
R,4.004,18.5,13970.0
R,4.014,19.0,14060.0
R,4.036,19.4,14150.0
W,6.089,NAN,14183.0
R,4.041,19.0,14230.0
R,4.029,18.1,14320.0
R,4.018,17.1,14410.0
R,4.003,16.3,14500.0
R,4.003,15.8,14590.0
R,4.010,15.8,14680.0
W,6.324,NAN,14709.0
R,4.017,15.9,14770.0
R,4.038,16.3,14860.0
