R,2.253,-26.4,0.0
R,2.247,-26.5,81.0
R,2.246,-26.4,171.0
R,2.244,-26.4,261.0
R,2.244,-26.5,351.0
R,2.246,-26.6,441.0
R,2.254,-26.7,531.0
R,2.262,-26.7,621.0
R,2.266,-26.5,711.0
R,2.266,-26.2,801.0
R,2.265,-25.9,891.0
R,2.265,-25.4,971.0
R,2.264,-24.1,1061.0
R,2.266,-23.1,1151.0
R,2.263,-22.4,1241.0
R,2.259,-21.7,1331.0
R,2.254,-21.5,1421.0
R,2.255,-21.5,1511.0
R,2.260,-21.5,1601.0
R,2.266,-21.7,1691.0
R,2.268,-21.8,1781.0
R,2.264,-22.0,1861.0
R,2.251,-22.4,1951.0
R,2.238,-22.8,2041.0
R,2.231,-22.9,2131.0
R,2.227,-22.7,2221.0
W,3.513,NAN,2272.0
R,2.224,-22.4,2311.0
R,2.221,-22.3,2401.0
R,2.217,-22.2,2491.0
R,2.214,-22.2,2581.0
R,2.209,-22.2,2661.0
R,2.205,-22.2,2751.0
W,3.982,NAN,2784.0
R,2.200,-22.2,2841.0
R,2.192,-22.1,2931.0
R,2.187,-22.2,3021.0
R,2.186,-22.2,3111.0
R,2.186,-22.2,3201.0
R,2.183,-22.1,3291.0
W,3.747,NAN,3296.0
R,2.182,-22.0,3381.0
R,2.181,-21.9,3471.0
R,2.179,-21.9,3561.0
R,2.175,-21.9,3641.0
R,2.173,-21.9,3731.0
W,3.982,NAN,3807.0
R,2.166,-21.8,3821.0
R,2.159,-21.8,3911.0
R,2.149,-21.7,4001.0
R,2.141,-21.7,4091.0
R,2.140,-21.7,4181.0
R,2.142,-21.8,4271.0
W,3.045,NAN,4319.0
R,2.143,-21.8,4361.0
R,2.144,-21.7,4441.0
R,2.147,-21.6,4531.0
R,2.149,-21.4,4621.0
R,2.151,-21.3,4711.0
W,3.045,NAN,4729.0
R,2.154,-21.1,4801.0
R,2.152,-21.0,4891.0
R,2.146,-21.0,4981.0
R,2.143,-21.1,5071.0
R,2.143,-21.2,5161.0
W,3.279,NAN,5242.0
R,2.144,-21.3,5251.0
R,2.143,-21.3,5331.0
R,2.142,-21.2,5421.0
R,2.143,-21.2,5511.0
R,2.143,-21.2,5601.0
R,2.143,-21.1,5691.0
W,3.045,NAN,5753.0
R,2.140,-21.1,5781.0
R,2.141,-21.0,5871.0
R,2.145,-21.0,5961.0
R,2.150,-21.1,6051.0
R,2.152,-21.2,6141.0
R,2.155,-21.3,6221.0
W,3.045,NAN,6265.0
R,2.157,-21.3,6311.0
R,2.159,-21.3,6401.0
R,2.162,-21.2,6491.0
R,2.163,-20.9,6581.0
R,2.165,-20.6,6671.0
R,2.167,-20.3,6761.0
W,3.045,NAN,6777.0
R,2.169,-20.1,6851.0
R,2.172,-20.1,6941.0
R,2.174,-20.1,7031.0
R,2.174,-20.2,7111.0
R,2.172,-20.2,7201.0
W,2.810,NAN,7290.0
R,2.169,-20.2,7290.0
R,2.169,-20.2,7381.0
R,2.169,-20.3,7471.0
R,2.169,-20.5,7561.0
R,2.170,-20.7,7651.0
R,2.171,-20.9,7741.0
W,3.747,NAN,7801.0
R,2.173,-21.1,7831.0
R,2.173,-21.2,7921.0
R,2.173,-21.2,8001.0
R,2.170,-21.2,8091.0
R,2.172,-21.2,8181.0
R,2.178,-21.2,8271.0
W,0.234,NAN,8315.0
R,2.181,-21.2,8361.0
R,2.182,-21.3,8451.0
R,2.182,-21.4,8541.0
R,2.178,-21.3,8631.0
R,2.174,-21.4,8721.0
W,8.197,NAN,8723.0
R,2.173,-21.3,8811.0
R,2.171,-21.3,8891.0
R,2.170,-21.2,8981.0
R,2.168,-21.1,9071.0
R,2.167,-21.1,9161.0
W,3.045,NAN,9234.0
R,2.166,-21.1,9251.0
R,2.165,-21.0,9341.0
R,2.163,-20.9,9431.0
R,2.162,-20.9,9521.0
R,2.160,-20.9,9611.0
R,2.163,-20.9,9701.0
W,2.342,NAN,9761.0
R,2.166,-20.9,9781.0
R,2.169,-20.9,9871.0
R,2.169,-20.9,9961.0
R,2.175,-20.9,10051.0
R,2.180,-20.9,10141.0
R,2.184,-20.8,10231.0
W,2.342,NAN,10273.0
R,2.187,-20.7,10321.0
R,2.191,-20.6,10411.0
R,2.195,-20.5,10501.0
R,2.198,-20.6,10591.0
R,2.201,-20.8,10671.0
R,2.202,-20.7,10761.0
W,2.342,NAN,10771.0
R,2.203,-20.7,10851.0
R,2.205,-20.7,10941.0
R,2.206,-20.6,11031.0
R,2.207,-20.6,11121.0
R,2.209,-20.6,11211.0
W,1.874,NAN,11282.0
R,2.206,-20.7,11301.0
R,2.207,-20.8,11391.0
R,2.208,-20.9,11471.0
R,2.208,-21.0,11561.0
R,2.208,-20.9,11651.0
R,2.209,-21.0,11741.0
W,2.108,NAN,11795.0
R,2.209,-21.0,11831.0
R,2.209,-21.1,11921.0
R,2.209,-21.1,12011.0
R,2.210,-21.2,12101.0
R,2.210,-21.2,12191.0
R,2.210,-21.2,12281.0
W,1.171,NAN,12307.0
R,2.211,-21.3,12371.0
R,2.207,-21.3,12451.0
R,2.206,-21.4,12541.0
R,2.206,-21.5,12631.0
R,2.205,-21.7,12721.0
R,2.204,-21.9,12811.0
W,2.576,NAN,12818.0
R,2.203,-22.1,12901.0
R,2.202,-22.1,12991.0
R,2.203,-21.9,13081.0
R,2.202,-21.8,13171.0
W,3.747,NAN,13229.0
R,2.202,-21.6,13251.0
R,2.201,-21.4,13341.0
R,2.202,-21.2,13431.0
R,2.200,-21.0,13521.0
R,2.199,-21.2,13611.0
R,2.199,-21.4,13701.0
W,3.982,NAN,13740.0
R,2.198,-21.6,13791.0
R,2.197,-21.7,13881.0
R,2.194,-21.7,13971.0
R,2.191,-21.6,14061.0
R,2.188,-21.5,14141.0
R,2.187,-21.3,14231.0
W,3.279,NAN,14253.0
R,2.185,-20.9,14321.0
R,2.184,-20.6,14411.0
R,2.178,-20.2,14501.0
R,2.178,-20.2,14591.0
R,2.184,-20.5,14681.0
W,4.216,NAN,14764.0
R,2.187,-20.8,14771.0
R,2.188,-21.0,14861.0
R,2.187,-21.2,14951.0
R,2.183,-21.2,15031.0
R,2.182,-21.1,15121.0
R,2.181,-21.1,15211.0
W,4.216,NAN,15276.0
R,2.178,-21.1,15301.0
R,2.174,-21.0,15391.0
R,2.170,-21.0,15481.0
R,2.166,-20.9,15571.0
R,2.163,-20.9,15661.0
R,2.161,-20.9,15751.0
W,4.684,NAN,15788.0
R,2.160,-20.9,15841.0
R,2.162,-21.1,15931.0
R,2.160,-21.2,16011.0
R,2.159,-21.2,16101.0
R,2.159,-21.2,16191.0
R,2.160,-21.3,16281.0
W,3.982,NAN,16314.0
R,2.168,-21.5,16371.0
R,2.174,-21.6,16461.0
R,2.177,-21.6,16551.0
R,2.180,-21.7,16641.0
R,2.183,-21.6,16731.0
R,2.183,-21.4,16811.0
W,3.982,NAN,16812.0
R,2.181,-21.3,16901.0
R,2.180,-21.2,16991.0
R,2.183,-21.1,17081.0
R,2.190,-21.2,17171.0
W,3.982,NAN,17222.0
R,2.195,-21.3,17261.0
R,2.197,-21.3,17351.0
R,2.196,-21.2,17441.0
R,2.195,-21.1,17531.0
R,2.194,-20.9,17621.0
R,2.190,-20.8,17701.0
W,3.747,NAN,17734.0
R,2.188,-20.7,17791.0
R,2.187,-20.8,17881.0
R,2.185,-20.9,17971.0
R,2.182,-21.0,18061.0
R,2.181,-21.0,18151.0
R,2.184,-20.9,18241.0
W,3.513,NAN,18245.0
R,2.187,-20.6,18331.0
R,2.189,-20.3,18421.0
R,2.193,-20.2,18511.0
R,2.198,-20.1,18591.0
R,2.201,-19.9,18681.0
W,3.045,NAN,18758.0
R,2.206,-19.7,18771.0
R,2.210,-19.6,18861.0
R,2.212,-19.5,18951.0
R,2.215,-19.5,19041.0
R,2.217,-19.6,19131.0
R,2.222,-19.8,19221.0
W,3.279,NAN,19271.0
R,2.229,-19.8,19311.0
R,2.239,-19.8,19401.0
R,2.242,-19.8,19481.0
R,2.243,-19.9,19571.0
R,2.242,-19.9,19661.0
R,2.241,-19.8,19751.0
W,3.513,NAN,19781.0
R,2.240,-19.8,19841.0
R,2.239,-19.8,19931.0
R,2.238,-19.8,20021.0
R,2.238,-19.7,20111.0
R,2.238,-19.5,20201.0
R,2.238,-19.3,20291.0
W,3.513,NAN,20294.0
R,2.236,-19.0,20371.0
R,2.237,-18.9,20461.0
R,2.238,-18.7,20551.0
R,2.240,-18.6,20641.0
R,2.243,-18.6,20731.0
W,3.747,NAN,20806.0
R,2.244,-18.5,20821.0
R,2.246,-18.4,20911.0
R,2.247,-18.5,21001.0
R,2.248,-18.5,21091.0
R,2.249,-18.7,21171.0
R,2.248,-18.8,21261.0
W,3.747,NAN,21318.0
R,2.247,-18.9,21351.0
R,2.245,-19.1,21441.0
R,2.244,-19.1,21531.0
R,2.243,-19.1,21621.0
R,2.244,-19.0,21711.0
W,3.513,NAN,21727.0
R,2.244,-18.9,21801.0
R,2.243,-18.9,21891.0
R,2.240,-18.9,21981.0
R,2.237,-19.0,22061.0
R,2.238,-19.1,22151.0
W,3.513,NAN,22240.0
R,2.235,-19.1,22240.0
R,2.232,-19.2,22331.0
R,2.226,-19.4,22421.0
R,2.224,-19.6,22511.0
R,2.225,-19.6,22601.0
R,2.225,-19.7,22691.0
W,3.513,NAN,22751.0
R,2.226,-19.7,22781.0
R,2.229,-19.7,22871.0
R,2.233,-19.5,22951.0
R,2.233,-19.4,23041.0
R,2.236,-19.4,23131.0
R,2.239,-19.4,23221.0
W,3.513,NAN,23263.0
R,2.241,-19.3,23311.0
R,2.243,-19.5,23401.0
R,2.244,-19.6,23491.0
R,2.244,-19.7,23581.0
R,2.243,-19.7,23671.0
R,2.241,-19.6,23761.0
W,3.747,NAN,23775.0
R,2.239,-19.6,23841.0
R,2.237,-19.7,23931.0
R,2.237,-19.7,24021.0
R,2.242,-19.7,24111.0
R,2.247,-19.7,24201.0
W,3.513,NAN,24288.0
R,2.242,-19.8,24288.0
R,2.237,-19.9,24381.0
R,2.226,-20.1,24471.0
R,2.216,-20.4,24561.0
R,2.214,-20.5,24651.0
R,2.214,-20.6,24731.0
W,3.279,NAN,24800.0
R,2.215,-20.6,24821.0
R,2.215,-20.7,24911.0
R,2.217,-20.7,25001.0
R,2.218,-20.4,25091.0
R,2.221,-20.1,25181.0
R,2.223,-20.1,25271.0
W,3.513,NAN,25311.0
R,2.225,-20.1,25361.0
R,2.224,-20.1,25451.0
R,2.222,-20.1,25541.0
R,2.220,-20.3,25621.0
R,2.220,-20.4,25711.0
R,2.218,-20.4,25801.0
W,3.513,NAN,25823.0
R,2.220,-20.4,25891.0
R,2.218,-20.3,25981.0
R,2.221,-20.3,26071.0
R,2.223,-20.4,26161.0
W,3.513,NAN,26247.0
R,2.225,-20.3,26248.0
R,2.225,-20.3,26341.0
R,2.228,-20.1,26421.0
R,2.230,-19.8,26511.0
R,2.235,-19.4,26601.0
R,2.242,-19.2,26691.0
W,3.513,NAN,26745.0
R,2.242,-19.2,26781.0
R,2.242,-19.1,26871.0
R,2.245,-19.2,26961.0
R,2.246,-19.4,27051.0
R,2.246,-19.7,27141.0
R,2.250,-19.9,27231.0
W,3.747,NAN,27257.0
R,2.252,-19.8,27311.0
R,2.252,-19.8,27401.0
R,2.251,-19.9,27491.0
R,2.251,-19.9,27581.0
R,2.255,-19.8,27671.0
R,2.259,-19.7,27761.0
W,3.279,NAN,27770.0
R,2.256,-19.8,27851.0
R,2.256,-19.8,27941.0
R,2.255,-19.9,28031.0
R,2.254,-20.0,28121.0
R,2.253,-20.1,28201.0
W,2.811,NAN,28284.0
R,2.252,-20.2,28291.0
R,2.251,-20.3,28381.0
R,2.250,-20.3,28471.0
R,2.249,-20.4,28561.0
R,2.246,-20.5,28651.0
R,2.242,-20.4,28741.0
W,2.342,NAN,28793.0
R,2.241,-20.3,28831.0
R,2.240,-20.1,28921.0
R,2.239,-20.0,29011.0
R,2.238,-20.0,29091.0
R,2.242,-20.1,29181.0
R,2.247,-20.2,29271.0
W,2.810,NAN,29319.0
R,2.252,-20.3,29361.0
R,2.257,-20.4,29451.0
R,2.256,-20.5,29541.0
R,2.253,-20.7,29631.0
R,2.251,-20.8,29721.0
R,2.245,-21.0,29811.0
W,2.576,NAN,29817.0
R,2.244,-21.0,29901.0
R,2.249,-21.1,29981.0
R,2.253,-21.0,30071.0
